"Aar";"VdrNr";"Vassdrag";"Laks_vekt_u3kg";"Laks_vekt_o3u7kg";"Laks_vekt_o7kg";"Laks_ant_u3kg";"Laks_ant_o3u7kg";"Laks_ant_o7kg";"Gjen_vekt_u3kg";"Gjen_vekt_o3u7kg";"Gjen_vekto7kg";"Gjen_ant_u3kg";"Gjen_ant_o3u7kg";"Gjen_ant_o7kg"
2010;"001.1Z";"Enningdalselva (Berbyelva)";74;406;569;41;85;68;39;123;72;27;26;9
2010;"001.22Z";"Furuvarpbekken";0;0;0;0;0;0;0;0;0;0;0;0
2010;"001.Z";"Tista";11;197;42;5;39;5;0;22;8;0;4;1
2010;"002.Z";"Glommavassdraget";98;648;388;49;140;44;20;65;33;12;15;4
2010;"004.Z";"Hølenelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"005.4Z";"Gjersjøelva";3;5;0;2;1;0;0;0;0;0;0;0
2010;"006.Z";"Akerselva";1;0;0;1;0;0;0;0;0;0;0;0
2010;"007.1Z";"Hoffselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"007.Z";"Lysakerelva";34;56;0;19;14;0;7;0;0;7;0;0
2010;"008.2Z";"Neselva i Asker";0;0;0;0;0;0;0;0;0;0;0;0
2010;"008.Z";"Sandvikselva";141;239;8;70;60;1;25;28;0;14;7;0
2010;"009.1Z";"Askerelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"009.Z";"Åroselva";27;100;15;19;21;2;0;0;0;0;0;0
2010;"011.Z";"Lierelva";195;254;33;122;62;4;0;0;0;0;0;0
2010;"012.Z";"Drammenselva";1384;5101;5478;742;1114;621;0;0;0;0;0;0
2010;"013.1Z";"Selvikelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"013.Z";"Sandevassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"014.Z";"Aulielva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"014.ZY2";"Merkedamselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"015.Z";"Numedalslågen";1337;3553;2839;783;764;332;89;288;167;43;63;21
2010;"016.4Z";"Herrevassdraget (Bamble)";16;6;7;7;1;1;0;0;0;0;0;0
2010;"016.Z";"Skiensvassdraget";553;562;122;317;136;15;2;0;0;1;0;0
2010;"017.Z";"Kammerfossvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"018.2Z";"Søndeledelva/Gjerstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"018.7Z";"Langgangvassdraget til Molandsvannet";0;0;0;0;0;0;0;0;0;0;0;0
2010;"018.Z";"Vegårvassdraget (Storelva i Holt)";12;7;0;6;2;0;6;0;0;3;0;0
2010;"019.Z";"Nidelva (Arendalsvassdraget)";214;202;8;129;47;1;3;5;0;2;1;0
2010;"020.1Z";"Grimeelv (Kaldvell)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"020.Z";"Tovdalselva";536;286;87;327;70;10;200;78;44;157;19;5
2010;"021.Z";"Otra";3212;2586;527;1914;665;59;418;117;0;327;31;0
2010;"022.1Z";"Songdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"022.2Z";"Lundeelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"022.Z";"Mandalselva";2633;1937;283;1581;491;35;729;119;22;548;32;3
2010;"023.Z";"Audna (Audnedalselva)";114;41;0;77;11;0;13;0;0;10;0;0
2010;"024.Z";"Lyngdalselva (Lygna)";474;145;67;286;39;5;175;7;0;140;2;0
2010;"025.3Z";"Feda (Fedeelva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"025.Z";"Kvina (Kvinedalselva)";137;179;47;82;45;6;9;12;0;7;3;0
2010;"026.Z";"Åna-Sira";64;163;26;35;38;3;0;0;0;0;0;0
2010;"026.4Z";"Sokndalselva";1095;1044;91;657;261;11;7;7;0;7;1;0
2010;"027.1Z";"Svåelva (Grødemsvassdraget)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"027.3Z";"Hellelandselva (Eigersundsvassdraget)";198;101;0;113;26;0;7;0;0;6;0;0
2010;"027.6Z";"Ogna";3546;1395;37;2169;357;5;70;6;0;46;1;0
2010;"027.7Z";"Fuglestadelva";361;213;16;193;57;2;21;15;0;13;5;0
2010;"027.Z";"Bjerkreimselva";9095;3559;166;5777;878;21;766;54;0;636;15;0
2010;"028.1Z";"Kvasseimselva";45;6;0;28;2;0;0;0;0;0;0;0
2010;"028.21Z";"S. Varhaugselv";156;22;0;119;6;0;0;0;0;0;0;0
2010;"028.22Z";"N. Varhaugselv";70;4;0;48;1;0;0;0;0;0;0;0
2010;"028.3Z";"Håelva";2985;1354;80;1628;345;10;0;99;0;0;32;0
2010;"028.4Z";"Orreelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"028.Z";"Figgjo";2050;2031;312;1149;477;36;0;0;0;0;0;0
2010;"029.1Z";"Sandneselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"029.2Z";"Imselva (Imsa)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"030.2Z";"Dirdalselva";640;1245;389;333;292;47;13;47;0;11;9;0
2010;"030.4Z";"Espedalselva (Mæleelva)";352;751;334;162;171;38;0;0;0;0;0;0
2010;"030.Z";"Frafjordelva";216;259;80;107;65;8;0;0;0;0;0;0
2010;"031.Z";"Lyseelva";41;56;23;22;15;3;0;20;22;0;4;2
2010;"032.4Z";"Tauvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"032.Z";"Jørpelandselva";94;96;0;54;26;0;0;0;0;0;0;0
2010;"033.Z";"Årdalselva (storåa)";269;510;287;165;107;32;31;33;10;19;7;1
2010;"035.2Z";"Hjelmelandselva";79;172;95;35;35;12;0;0;0;0;0;0
2010;"035.3Z";"Vorma (Vormedalselva)";519;667;23;270;172;3;0;0;0;0;0;0
2010;"035.4Z";"Førreelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"035.7Z";"Hålandselva (i Erfjord)";128;287;18;69;77;2;0;0;0;0;0;0
2010;"035.Z";"Ulla (vadlaelva)";64;190;42;30;47;5;0;0;0;0;0;0
2010;"036.Z";"Suldalslågen (Sandselva)";560;1712;631;289;403;66;54;126;69;31;29;7
2010;"037.2Z";"Nordelva i Sauda (Åbøelva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"037.Z";"Storelva (Saudavassdraget)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"038.32X1Z";"Vestbøelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"038.3Z";"Rødneelva (Sandeidelva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"038.5Z";"Åmselva i Vats";0;0;0;0;0;0;0;0;0;0;0;0
2010;"038.Z";"Vikedalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"039.3Z";"Grindeelva (elv fra Aksdalsvatnet)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"039.8Z";"Kvaleelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"041.21Z";"Svendsbøelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"041.32Z";"Vågselva i Ølsvågen";16;4;0;11;1;0;0;0;0;0;0;0
2010;"041.34Z";"Oselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"041.1Z";"Fjoneelva i Sveio";0;0;0;0;0;0;0;0;0;0;0;0
2010;"041.Z";"Etneelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"042.3Z";"Fjæraelva (Rullestadelva)";27;167;113;14;34;15;28;64;45;13;16;5
2010;"042.4Z";"Mosneselva";49;200;29;29;43;4;0;0;0;0;0;0
2010;"042.93Z";"Opsangerelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"042.Z";"Blåelva i Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0
2010;"044.3Z";"Ådlandsvassdraget (Frugardselva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"044.5Z";"Kjærelva m/Storvatnet";12;20;8;6;5;1;0;0;0;0;0;0
2010;"045.2Z";"Uskedalselva";125;129;16;74;33;2;0;0;0;0;0;0
2010;"045.31Z";"Omvikelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"045.32Z";"Guddalselva";46;39;0;25;10;0;0;0;0;0;0;0
2010;"045.4Z";"Rosendalselvene";0;0;0;0;0;0;0;0;0;0;0;0
2010;"046.1Z";"Æneselva";59;91;27;24;23;3;0;0;0;0;0;0
2010;"046.32Z";"Austrepollelv";0;0;0;0;0;0;0;0;0;0;0;0
2010;"046.3Z";"Bondhuselva";24;54;13;12;10;1;0;0;0;0;0;0
2010;"047.2Z";"Jondalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"048.Z";"Opo m/Sandvinvatnet";0;0;0;0;0;0;0;0;0;0;0;0
2010;"050.1Z";"Kinso";15;188;78;7;38;10;6;11;7;3;3;1
2010;"050.3Z";"Erdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"050.4Z";"Simadalselva (Sima)";0;4;0;0;1;0;0;0;0;0;0;0
2010;"050.Z";"Eidfjordvassdraget";16;174;0;7;38;0;0;56;19;0;14;2
2010;"051.2AZ";"Austdøla";0;0;0;0;0;0;0;0;0;0;0;0
2010;"051.2Z";"Norddøla";0;0;0;0;0;0;0;0;0;0;0;0
2010;"051.3Z";"Tysso i Ulvik";0;0;0;0;0;0;0;0;0;0;0;0
2010;"052.1Z";"Granvinselva";4;55;15;2;11;2;0;13;0;0;3;0
2010;"052.5Z";"Flatabøelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"052.6Z";"Øysteseelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"052.7Z";"Steindalselva m/Movatn i Kvam";0;0;0;0;0;0;0;0;0;0;0;0
2010;"052.8Z";"Tørvikvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"053.1Z";"Fosseelva i Strandebarm";0;0;0;0;0;0;0;0;0;0;0;0
2010;"053.2Z";"Bruelva Strandebarm";0;0;0;0;0;0;0;0;0;0;0;0
2010;"055.3Z";"Hopselva";1;3;0;1;1;0;0;0;0;0;0;0
2010;"055.6Z";"Lønningdalselva";6;0;0;4;0;0;0;0;0;0;0;0
2010;"055.7Z";"Oselva i Os";118;385;0;63;73;0;43;32;8;22;8;1
2010;"055.Z";"Tysselva i Samnanger";0;0;0;0;0;0;0;0;0;0;0;0
2010;"057.2Z";"Fjellvassdraget";2;12;7;1;3;1;0;0;0;0;0;0
2010;"060.4Z";"Loneelva";194;44;7;135;10;1;0;0;0;0;0;0
2010;"061.2Z";"Storelva (Arnaelva)";249;235;16;141;56;2;157;55;7;101;12;1
2010;"061.Z";"Daleelva i Vaksdal";100;113;7;64;26;1;81;147;53;46;33;6
2010;"062.Z";"Vosso (Vossovassdraget)";0;0;0;0;0;0;2;10;24;1;2;3
2010;"063.Z";"Ekso (Eksingedalsvassdraget)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"064.4Z";"Romarheimselva";1;3;0;1;1;0;0;0;0;0;0;0
2010;"064.Z";"Moelva (Modalselva)";3;16;30;2;3;4;0;4;0;0;1;0
2010;"065.4Z";"Storelva, Natås";0;0;0;0;0;0;0;0;0;0;0;0
2010;"067.1Z";"Andvikelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"067.2Z";"Haugdalselva";19;4;0;11;1;0;0;0;0;0;0;0
2010;"067.3Z";"Matreelva";11;9;0;4;2;0;0;0;0;0;0;0
2010;"067.4Z";"Hopevassdraget";1;0;0;1;0;0;0;0;0;0;0;0
2010;"067.6Z";"Frøysetelva";59;85;31;31;21;4;5;4;17;4;1;2
2010;"069.3Z";"Instefjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"070.2Z";"Ortnevikelva";41;35;10;22;7;1;0;0;0;0;0;0
2010;"070.5Z";"Framfjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"070.Z";"Vikja (Viksvassdraget)";266;445;98;140;103;12;0;0;0;0;0;0
2010;"071.2Z";"Fresvikelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"071.Z";"Nærøydalselva";8;61;18;4;13;2;27;295;291;15;59;31
2010;"072.2Z";"Flåmselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"072.Z";"Aurlandselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"073.Z";"Lærdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"074.Z";"Årdalsvassdraget";77;203;35;29;53;4;0;0;0;0;0;0
2010;"075.4Z";"Mørkridselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"075.5Z";"Dalsdalselva i Luster";0;0;0;0;0;0;0;0;0;0;0;0
2010;"075.Z";"Fortunselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"076.Z";"Jostedalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"077.3Z";"Sogndalselva";25;123;9;17;26;1;0;0;0;0;0;0
2010;"077.5Z";"Henjaelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"077.Z";"Årøyelva";29;240;147;13;58;15;13;155;14;6;38;2
2010;"078.2Z";"Storelva-Fjærland";0;9;22;0;2;3;0;0;0;0;0;0
2010;"078.5Z";"Vetlefjordelva";4;31;0;2;8;0;0;0;0;0;0;0
2010;"079.Z";"Daleelva i Høyanger";165;218;104;93;52;11;9;9;0;6;2;0
2010;"080.1Z";"Ø.Vadheimselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"080.21Z";"V.Vadheimselv";0;0;0;0;0;0;0;0;0;0;0;0
2010;"080.4Z";"Bøelva (Leirvikelva)";64;49;9;40;12;1;0;0;0;0;0;0
2010;"082.1Z";"Myklebustelva i Bremanger";0;0;0;0;0;0;0;0;0;0;0;0
2010;"082.5Z";"Storelva-Dale (Dalselva) i Fjaler";595;216;0;390;55;0;86;0;0;69;0;0
2010;"082.Z";"Flekkeelva";297;1116;319;171;241;39;8;56;32;4;11;4
2010;"083.2Z";"Kvamselva i Gaular";0;0;0;0;0;0;0;0;0;0;0;0
2010;"083.4Z";"Rivedalselva";6;4;0;3;1;0;0;0;0;0;0;0
2010;"083.Z";"Gaula Sunnfjord";423;405;63;257;85;7;267;807;231;157;191;28
2010;"084.7Z";"Nausta";960;313;51;591;73;7;410;369;74;285;85;9
2010;"084.Z";"Jølstra (Førdeelva)";2;0;0;1;0;0;229;253;125;132;64;15
2010;"085.4Z";"Solheimsvassdraget";72;86;8;38;14;1;0;0;0;0;0;0
2010;"085.5Z";"Norddalselva i Flora";11;17;7;5;5;1;0;0;0;0;0;0
2010;"085.Z";"Osenelva (Svardalselva)";82;162;77;44;35;10;157;312;159;95;68;19
2010;"086.1Z";"Indrehusvassdraget i Bremanger";22;9;7;11;2;1;0;0;0;0;0;0
2010;"086.3Z";"Botnedalselva i Bremanger";0;0;0;0;0;0;0;0;0;0;0;0
2010;"086.8Z";"Hopselva i Hyen (Hopeelva)";124;175;104;55;38;13;0;0;0;0;0;0
2010;"086.Z";"Åelva/Ommedalselva";186;277;177;108;63;20;3;77;85;1;17;10
2010;"087.1Z";"Ryggelva";24;42;14;16;10;2;0;0;0;0;0;0
2010;"087.Z";"Gloppenelva";25;372;292;16;68;34;3;175;50;2;41;5
2010;"088.1Z";"Oldenelva";14;151;189;7;27;22;4;3;36;2;1;3
2010;"088.2Z";"Loelva (Loenvassdraget)";6;67;129;3;12;16;0;0;0;0;0;0
2010;"088.Z";"Strynselva";97;290;454;48;56;47;3;119;167;1;28;20
2010;"089.4Z";"Hjelma (Naustdalselva)";10;105;0;10;25;0;0;0;0;0;0;0
2010;"089.5Z";"Kjølstadelva i Eid";0;0;0;0;0;0;0;0;0;0;0;0
2010;"089.6Z";"Maurstadelva i Vågsøy";0;0;0;0;0;0;0;0;0;0;0;0
2010;"089.Z";"Eidselva";434;886;621;241;190;73;13;17;18;7;4;2
2010;"091.3Z";"Ervikelva";383;214;17;196;49;2;0;0;0;0;0;0
2010;"092.Z";"Åheimselva";1017;159;0;624;48;0;0;0;0;0;0;0
2010;"093.2Z";"Oselva i Syvde (Sørdalsvatnet)";94;42;0;54;12;0;1;0;0;1;0;0
2010;"093.3Z";"Norddalselva (Vikelva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"094.21Z";"Steinvikelva Dalsfjord";0;0;0;0;0;0;0;0;0;0;0;0
2010;"094.42Z";"Høydalselva Austefjord";0;0;0;0;0;0;0;0;0;0;0;0
2010;"094.4Z";"Austefjordelva (Fyrdselva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"094.6Z";"Øyraelva (Rødsetelva)";96;0;0;48;0;0;0;0;0;0;0;0
2010;"094.Z";"Kilselva (Bjørkedalsvassdraget)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"095.3Z";"S. Vartdalselv";385;263;54;223;68;7;0;0;0;0;0;0
2010;"095.41Z";"N. Vartdalselv";0;0;0;0;0;0;0;0;0;0;0;0
2010;"095.4Z";"Barstadvikelva";361;54;17;189;12;2;0;0;0;0;0;0
2010;"095.Z";"Ørstaelva";782;506;87;415;140;10;0;0;0;0;0;0
2010;"096.1Z";"Hareidvassdraget";302;85;0;223;24;0;9;0;0;10;0;0
2010;"096.21Z";"Haddalselva i Ulstein";0;0;0;0;0;0;0;0;0;0;0;0
2010;"096.2Z";"Ulsteinelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"096.31Z";"Øyraelva (Klugsøyr)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"096.33Z";"Aspevikelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"096.41Z";"Vågselva (Gursken)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"097.11Z";"Standalelva (Store Standal)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"097.1Z";"Bondalselva";235;286;0;126;81;0;0;0;0;0;0;0
2010;"097.2Z";"Vikelva (Bjørkeelva)";155;240;110;103;60;13;0;0;0;0;0;0
2010;"097.42Z";"Urkeelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"097.4Z";"Norangdalselva";29;45;0;14;9;0;0;0;0;0;0;0
2010;"097.5Z";"Hunda";0;0;0;0;0;0;0;0;0;0;0;0
2010;"097.6Z";"Riksheimselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"097.721Z";"Vikelva";24;14;0;12;3;0;0;0;0;0;0;0
2010;"097.72Z";"Aureelva i Sykkylven";1088;287;10;664;77;1;35;10;0;25;2;0
2010;"097.7Z";"Velledalselva (Fetvassdraget)";614;348;76;359;86;10;0;0;0;0;0;0
2010;"098.1Z";"Ramstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"098.3Z";"Strandaelva";333;1145;245;163;199;30;0;0;0;0;0;0
2010;"098.5Z";"Hellesyltelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"098.6Z";"Korsbrekkelva";528;881;156;258;220;18;0;0;0;0;0;0
2010;"099.1Z";"Eidsdalselva (Ytterdalselva)";123;77;0;68;22;0;7;0;0;8;0;0
2010;"099.2Z";"Norddalselva (Dalsbygdelva) i Norddal";0;0;0;0;0;0;0;0;0;0;0;0
2010;"099.Z";"Tafjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"100.2Z";"Stordalselva";660;1104;305;339;264;38;0;0;0;0;0;0
2010;"100.3Z";"Vaksvikelva";10;7;0;7;2;0;0;0;0;0;0;0
2010;"100.Z";"Valldalselva (Sylteelva)";319;1104;380;132;217;47;0;4;0;0;1;0
2010;"101.1Z";"Ørskogelva";258;0;0;107;0;0;0;0;0;0;0;0
2010;"101.2Z";"Solnørelva";979;143;0;529;41;0;0;0;0;0;0;0
2010;"101.4Z";"Mausetelva (Mauseidelva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"101.5Z";"Brusdalsvatnet";0;0;0;0;0;0;0;0;0;0;0;0
2010;"101.6Z";"Tennfjordelva (Engesetvassdraget)";271;63;0;196;18;0;0;0;0;0;0;0
2010;"101.8Z";"Slyngstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"102.11Z";"Hildreelva";59;0;0;45;0;0;0;0;0;0;0;0
2010;"102.2Z";"Vatneelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"102.44Z";"Flateelva (Viåa)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"102.4Z";"Fiksdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"102.5Z";"Skorgeelva";19;6;0;9;2;0;0;0;0;0;0;0
2010;"102.62Z";"Daugstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"102.6Z";"Tressa (Trefjordelva)";218;201;99;116;54;12;0;0;0;0;0;0
2010;"103.1Z";"Måna (Måndalselva)";395;255;55;191;65;7;0;0;0;0;0;0
2010;"103.2Z";"Innfjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"103.4Z";"Isa (Henselva) m/Glutra";18;20;0;7;3;0;0;0;0;0;0;0
2010;"103.Z";"Raumavassdraget";93;273;51;43;63;6;0;0;0;0;0;0
2010;"104.1Z";"Mittetelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"104.2Z";"Visa (Vistdalselva)";174;80;0;72;25;0;0;0;0;0;0;0
2010;"104.31Z";"Eidsvågelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"104.Z";"Eiravassdraget";577;891;738;269;192;84;0;0;0;0;0;0
2010;"105.1Z";"Røa (Hovdenakken)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"105.3Z";"Olterelva/Istadelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"105.4Z";"Oppdøla";0;0;0;0;0;0;0;0;0;0;0;0
2010;"105.Z";"Oselva m/Osvatn i Molde";1552;599;10;832;153;1;0;0;0;0;0;0
2010;"107.2Z";"Malmeelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"107.3Z";"Sylte-/Moaelva";1294;162;0;889;47;0;28;0;0;21;0;0
2010;"107.4Z";"Stavikelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"107.63Z";"Farstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"107.6Z";"Hustadelva med Frelsvatnet og Langvatnet";95;0;0;83;0;0;0;0;0;0;0;0
2010;"108.221Z";"Vassgårdselva";144;13;0;84;4;0;0;0;0;0;0;0
2010;"108.2Z";"Vågsbøelva (Nosvassdraget)";222;29;0;138;8;0;5;0;0;4;0;0
2010;"108.3Z";"Batnfjordelva";435;0;0;239;0;0;0;0;0;0;0;0
2010;"108.41Z";"Skeidsdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"108.4Z";"Torvikelva (Gjemnes)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"109.111Z";"Hoemselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"109.4Z";"Usma (Øksendalselva)";6;0;0;4;0;0;0;0;0;0;0;0
2010;"109.5Z";"Litledalselva";94;146;97;49;30;12;0;0;0;0;0;0
2010;"109.Z";"Drivavassdraget";288;1953;1278;144;400;146;0;0;0;0;0;0
2010;"110.3Z";"Baeelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"111.5Z";"Ålvunda";0;0;0;0;0;0;0;0;0;0;0;0
2010;"111.7Z";"Søya";167;133;107;132;34;13;0;0;0;0;0;0
2010;"111.Z";"Todalselva (Toåa) i Surnadal";101;275;59;52;61;7;1;0;11;1;0;1
2010;"112.3Z";"Bævra (Svorka)";16;62;32;9;13;4;0;0;0;0;0;0
2010;"112.42Z";"Settemdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"112.Z";"Surna m/Rinna";439;4271;2610;216;873;300;3;88;43;1;15;6
2010;"113.22Z";"Betnaelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"113.4Z";"Sandåa";0;0;0;0;0;0;0;0;0;0;0;0
2010;"113.6Z";"Todalselva i Aure";21;3;0;14;1;0;0;0;0;0;0;0
2010;"113.8Z";"Aureelva i Aure";0;0;0;0;0;0;0;0;0;0;0;0
2010;"115.1Z";"Rokstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"115.21Z";"Hinnåvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"115.2Z";"Fuglvågvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"115.3Z";"Hopenvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"116.2Z";"Hjelaelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"113.Z";"Fjelna";0;0;0;0;0;0;0;0;0;0;0;0
2010;"116.Z";"Åelva (Røsta)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"117.3Z";"Laugen (i Kvenvær)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"117.4Z";"Grytelva (på Hitra)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"119.1Z";"Søa i Hemne";0;0;0;0;0;0;0;0;0;0;0;0
2010;"119.3Z";"Hollaelva i Hemne";0;0;0;0;0;0;0;0;0;0;0;0
2010;"119.42Z";"Snilldalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"119.4Z";"Bergselva   Snillfjord";0;0;0;0;0;0;0;0;0;0;0;0
2010;"119.61Z";"Slørdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"119.6Z";"Åstelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"119.9Z";"Hegga (Femstadelva)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"121.1Z";"Skjenaldelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"121.Z";"Orkla";1960;8224;12470;1008;1706;1430;1714;2310;3692;1001;520;426
2010;"122.1Z";"Børsaelva";790;0;0;530;0;0;0;0;0;0;0;0
2010;"122.2Z";"Vigda";981;36;0;741;10;0;0;0;0;0;0;0
2010;"122.Z";"Gaulavassdraget";2840;10688;19194;1438;2240;2101;1762;2844;3208;964;593;362
2010;"123.4Z";"Homla (Hommelvikelva)";265;38;0;187;10;0;0;0;0;0;0;0
2010;"123.Z";"Nidelva";512;1601;1786;298;335;196;228;0;8;127;0;1
2010;"132.2Z";"Hasselelva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"132.Z";"Skauga";238;187;52;166;41;6;67;0;0;56;0;0
2010;"133.2Z";"Osaelva Sørfjorden";0;0;0;0;0;0;0;0;0;0;0;0
2010;"133.3Z";"Nordelva Nordfjorden";299;78;14;152;19;2;0;0;0;0;0;0
2010;"134.Z";"Teksdalselva";73;93;0;44;22;0;14;10;0;10;2;0
2010;"135.1Z";"Oldenelva";78;0;0;43;0;0;0;0;0;0;0;0
2010;"135.31Z";"Austdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2010;"135.3Z";"Sørdalselva (Arnevikselva i Åfjord)";0;0;0;0;0;0;0;0;0;0;0;0
2010;"135.AZ";"Norddalselva i Åfjord";637;56;11;469;16;1;0;0;0;0;0;0
2010;"135.Z";"Stordalselva i Åfjord";1058;535;226;641;122;30;0;0;0;0;0;0
2010;"136.52Z";"Straumvassdraget";9;0;0;5;0;0;0;0;0;0;0;0
2010;"136.Z";"Hofstadelva Brandsfjorden";0;0;0;0;0;0;0;0;0;0;0;0
2010;"137.2Z";"Steinsdalselva";740;181;0;461;41;0;0;0;0;0;0;0
2010;"124.Z";"Stjørdalsvassdraget";1555;2688;3583;771;516;411;0;0;0;0;0;0
2010;"125.4Z";"Hopla";0;0;0;0;0;0;0;0;0;0;0;0
2010;"126.6Z";"Levangerelva";222;24;0;142;7;0;0;0;0;0;0;0
2010;"127.Z";"Verdalsvassdraget";89;626;702;48;117;79;96;286;62;52;64;7
2010;"128.3Z";"Figga";0;0;0;0;0;0;0;0;0;0;0;0
2010;"128.Z";"Steinkjervassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2010;"129.2Z";"Moldelva";0;0;0;0;0;0;0;0;0;0;0;0
